time,OG49.sound_level,OG49.temperature,OG49.forces.x,OG49.forces.y,OG49.forces.z
0,0,26,1.0159997940063477,0.1959991455078125,-0.31599998474121094
99.30000000074506,0,26,1.0319995880126953,0.1359996795654297,-0.29199981689453125
198.80000000074506,0,26,0.9599990844726562,0.17599964141845703,-0.29199981689453125
298.80000000074506,0,26,0.9439992904663086,0.23999977111816406,-0.3279991149902344
397.69999999925494,0,26,0.9439992904663086,0.23999977111816406,-0.3279991149902344
498.3999999985099,0,26,0.9479999542236328,0.20399951934814453,-0.3279991149902344
609.3999999985099,0,26,0.9239997863769531,0.20399951934814453,-0.29599952697753906
705.8999999985099,0,26,0.9239997863769531,0.20399951934814453,-0.29599952697753906
800.5,0,26,0.9719991683959961,0.2199993133544922,-0.3319997787475586
899,0,26,0.9199991226196289,0.23599910736083984,-0.29599952697753906
997.8000000007451,0,26,0.8959999084472656,0.22799968719482422,-0.2799997329711914
1098,0,26,0.9439992904663086,0.18399906158447266,-0.32399940490722656
1198.699999999255,0,26,0.9759998321533203,0.18799972534179688,-0.2719993591308594
1298.300000000745,0,26,1.0039997100830078,0.1919994354248047,-0.32399940490722656
1398.3999999985099,0,26,0.9279994964599609,0.19999980926513672,-0.26399993896484375
1499.5999999977648,0,26,0.9559993743896484,0.15999984741210938,-0.11999988555908203
1598.5999999977648,0,26,1.0119991302490234,0.14799976348876953,-0.21599960327148438
1699.199999999255,0,26,1.0679998397827148,0.15999984741210938,0.035999298095703125
1804.8999999985099,0,26,0.8799991607666016,0.17199993133544922,0.04799938201904297
1898.800000000745,0,26,0.9439992904663086,0.17599964141845703,0.043999671936035156
1998.699999999255,0,26,0.9719991683959961,0.1919994354248047,0.15999984741210938
2099.099999997765,0,26,0.9959993362426758,0.1919994354248047,0.1919994354248047
2197.699999999255,0,26,1.0119991302490234,0.17199993133544922,0.2719993591308594
2298.699999999255,0,26,0.9719991683959961,0.18399906158447266,0.3679990768432617
2398.5,0,26,0.9719991683959961,0.18399906158447266,0.3679990768432617
2497.699999999255,0,26,0.9319992065429688,0.167999267578125,0.4199991226196289
2599.199999999255,0,26,0.7999992370605469,0.1639995574951172,0.45999908447265625
2697.5,0,26,0.9039993286132812,0.24399948120117188,0.6439990997314453
2809.199999999255,0,26,0.8279991149902344,0.15599918365478516,0.5839996337890625
2903.800000000745,0,26,0.6999998092651367,0.17199993133544922,0.6839990615844727
2999.199999999255,0,26,0.6719999313354492,0.167999267578125,0.7359991073608398
3108.89999999851,0,26,0.5839996337890625,0.18399906158447266,0.7999992370605469
3203,0,26,0.48799991607666016,0.25999927520751953,0.8399991989135742
3298.800000000745,0,26,0.40799999237060547,0.25999927520751953,0.8679990768432617
3398.5,0,26,0.3399991989135742,0.26799964904785156,0.8799991607666016
3498.199999999255,0,26,0.2519998550415039,0.31999969482421875,0.9839992523193359
3598.599999997765,0,26,0.05199909210205078,0.32399940490722656,1.1599998474121094
3698.699999999255,0,26,0.02399921417236328,0.18799972534179688,0.8119993209838867
3804,0,26,0.007999420166015625,0.26799964904785156,0.9879999160766602
3899,0,26,0.015999794006347656,0.2239999771118164,0.7759990692138672
4007.699999999255,0,26,0.011999130249023438,0.23599910736083984,1
4101.199999999255,0,26,0.03199958801269531,0.17999935150146484,0.9199991226196289
4199.199999999255,0,26,-0.29199981689453125,0.2479991912841797,1.1639995574951172
4298.5,0,26,-0.2719993591308594,0.17999935150146484,0.9519996643066406
4397.699999999255,0,26,-0.2719993591308594,0.17999935150146484,0.9519996643066406
4498.199999999255,0,26,-0.3079996109008789,0.1639995574951172,0.9119997024536133
4607.39999999851,0,26,-0.40799999237060547,0.18799972534179688,0.8119993209838867
4702.39999999851,0,26,-0.4759998321533203,0.12399959564208984,0.8239994049072266
4812.89999999851,0,26,-0.5519990921020508,0.17199993133544922,0.6919994354248047
4907.5,0,26,-0.61199951171875,0.1639995574951172,0.7119998931884766
5002,0,26,-0.7039995193481445,0.1399993896484375,0.61199951171875
5111.89999999851,0,26,-0.7399997711181641,0.1639995574951172,0.6479997634887695
5198.699999999255,0,26,-0.8679990768432617,0.1639995574951172,0.5719995498657227
5299.800000000745,0,26,-1.0319995880126953,0.05999946594238281,0.3959999084472656
5408.699999999255,0,26,-0.9559993743896484,0.035999298095703125,0.26799964904785156
5503.199999999255,0,26,-0.9479999542236328,0.01999950408935547,0.2759990692138672
5612.599999997765,0,26,-0.8839998245239258,-0.007999420166015625,0.26399993896484375
5706.39999999851,0,26,-1.0199995040893555,0.035999298095703125,0.07999992370605469
5800.599999997765,0,26,-1.0039997100830078,0.02399921417236328,0.07999992370605469
5908.89999999851,0,26,-0.9959993362426758,0.007999420166015625,0.015999794006347656
6002.800000000745,0,26,-1.0079994201660156,0,-0.055999755859375
6112.5,0,26,-1.0119991302490234,0.007999420166015625,-0.10799980163574219
6203.39999999851,0,26,-0.8319997787475586,0.10799980163574219,0.24399948120117188
6300.199999999255,0,26,-0.9719991683959961,-0.015999794006347656,-0.2519998550415039
6409.5,0,26,-0.9199991226196289,0.007999420166015625,-0.3879995346069336
6499,0,26,-0.8839998245239258,0.035999298095703125,-0.40799999237060547
6598.599999997765,0,26,-0.8599996566772461,0.035999298095703125,-0.4759998321533203
6697.699999999255,0,26,-0.8359994888305664,0.015999794006347656,-0.5759992599487305
6802.800000000745,0,26,-0.7519998550415039,0.06799983978271484,-0.6079998016357422
6900.800000000745,0,26,-0.7359991073608398,0.07599925994873047,-0.6559991836547852
7001.699999999255,0,26,-0.7359991073608398,0.07599925994873047,-0.6559991836547852
7098.39999999851,0,26,-0.7119998931884766,0.07199954986572266,-0.6639995574951172
7198.5,0,26,-0.5919990539550781,0.055999755859375,-0.8159999847412109
7301.39999999851,0,26,-0.5279998779296875,0.09199905395507812,-0.7999992370605469
7398.39999999851,0,26,-0.43599987030029297,0.09999942779541016,-0.9159994125366211
7497.599999997765,0,26,-0.3079996109008789,0.11599922180175781,-1.0279998779296875
7599.800000000745,0,26,-0.1959991455078125,0.09999942779541016,-0.991999626159668
7699.099999997765,0,26,-0.015999794006347656,0.05999946594238281,-0.9839992523193359
7804.599999997765,0,26,0.07199954986572266,0.08799934387207031,-1.0199995040893555
7898.39999999851,0,26,0.23599910736083984,0.06799983978271484,-0.9759998321533203
7998.599999997765,0,26,0.3039999008178711,0.09599971771240234,-0.8879995346069336
8098.199999999255,0,26,0.22799968719482422,0.09199905395507812,-0.8399991989135742
8198.300000000745,0,26,0.6439990997314453,0.09999942779541016,-1.0039997100830078
8307,0,26,0.4439992904663086,0.167999267578125,-0.7119998931884766
8401.5,0,26,0.6279993057250977,0.07999992370605469,-0.8239994049072266
8511.099999997765,0,26,0.667999267578125,0.0839996337890625,-0.7919998168945312
8605.5,0,26,0.667999267578125,0.07199954986572266,-0.7279996871948242
8698.39999999851,0,26,0.8679990768432617,0.26799964904785156,-0.2759990692138672
8798,0,26,0.8239994049072266,0.07599925994873047,-0.61199951171875
8898.599999997765,0,26,0.8439998626708984,0.06399917602539062,-0.5799999237060547
8998.300000000745,0,26,0.8439998626708984,0.06399917602539062,-0.5799999237060547
9106.699999999255,0,26,0.8999996185302734,0.14799976348876953,-0.4799995422363281
9198.599999997765,0,26,0.9959993362426758,0.14799976348876953,-0.48399925231933594
9298.800000000745,0,26,1.0319995880126953,0.12799930572509766,-0.18799972534179688
9404.800000000745,0,26,1.0039997100830078,0.1399993896484375,-0.1359996795654297
9498.599999997765,0,26,0.9959993362426758,0.11999988555908203,-0.10399913787841797
9609.599999997765,0,26,1.0359992980957031,0.12799930572509766,0.043999671936035156
9698.699999999255,0,26,1.0079994201660156,0.1359996795654297,0.21599960327148438
9798.5,0,26,1.0399999618530273,0.11599922180175781,0.2839994430541992
9899,0,26,1.0199995040893555,0.10799980163574219,0.32399940490722656
10003.599999997765,0,26,0.5679998397827148,0.5239992141723633,0.4959993362426758
10099.099999997765,0,26,1.0159997940063477,0.45599937438964844,0.4479999542236328
10198.39999999851,0,26,1.0159997940063477,0.19999980926513672,0.25999927520751953
10303.199999999255,0,26,1.2359991073608398,0.5079994201660156,0.4479999542236328
10398.800000000745,0,26,0.9959993362426758,0.3039999008178711,0.32399940490722656
10506.099999997765,0,26,0.7559995651245117,0.1959991455078125,0.5039997100830078
10600.800000000745,0,26,0.8639993667602539,0.2759990692138672,0.7159996032714844
10698.89999999851,0,26,0.9239997863769531,0.2519998550415039,0.7999992370605469
10805.300000000745,0,26,0.5879993438720703,0.14799976348876953,0.5039997100830078
10911.800000000745,0,26,0.5119991302490234,0.11199951171875,0.7159996032714844
10998.300000000745,0,26,0.3679990768432617,0.0279998779296875,0.6519994735717773
11099.300000000745,0,26,0.25999927520751953,0.07599925994873047,0.8759994506835938
11198.800000000745,0,26,0.25999927520751953,0.07599925994873047,0.8759994506835938
11301.300000000745,0,26,0.2559995651245117,0.04799938201904297,0.935999870300293
11398.800000000745,0,26,0.21599960327148438,0.0839996337890625,1.0199995040893555
11505.300000000745,0,26,0.1959991455078125,0.015999794006347656,0.9239997863769531
11597.89999999851,0,26,0.18799972534179688,0.03199958801269531,0.8399991989135742
11698.099999997765,0,26,0.21199989318847656,0.0039997100830078125,0.935999870300293
11804.699999999255,0,26,0.10399913787841797,0.06399917602539062,0.9759998321533203
11899.300000000745,0,26,0.09999942779541016,-0.007999420166015625,0.991999626159668
11998.699999999255,0,26,-0.10799980163574219,0.0839996337890625,0.9679994583129883
12105.39999999851,0,26,-0.26399993896484375,0.011999130249023438,0.8399991989135742
12197.89999999851,0,26,-0.5039997100830078,0.05999946594238281,0.8479995727539062
12312.099999997765,0,26,-0.7639999389648438,0.09999942779541016,0.5719995498657227
12404.300000000745,0,26,-0.8679990768432617,0.10399913787841797,0.4199991226196289
12497.800000000745,0,26,-0.9239997863769531,0.055999755859375,0.31599998474121094
12598.599999997765,0,26,-0.9199991226196289,0.035999298095703125,0.23599910736083984
12698.39999999851,0,26,-0.9799995422363281,0.01999950408935547,0.12399959564208984
12798.099999997765,0,26,-0.9559993743896484,0,0.015999794006347656
12897.800000000745,0,26,-0.9879999160766602,-0.007999420166015625,-0.167999267578125
13001.5,0,26,-0.9399995803833008,0.0039997100830078125,-0.3399991989135742
13099.300000000745,0,26,-0.8999996185302734,0.035999298095703125,-0.5079994201660156
13198.5,0,26,-0.7999992370605469,0.055999755859375,-0.5
13297.699999999255,0,26,-0.6239995956420898,0.09599971771240234,-0.40799999237060547
13397.89999999851,0,26,-0.7559995651245117,0.2759990692138672,-0.7159996032714844
13499.300000000745,0,26,-0.7559995651245117,0.2759990692138672,-0.7159996032714844
13598.699999999255,0,26,-0.7679996490478516,0.15199947357177734,-0.6519994735717773
13698.699999999255,0,26,-0.8239994049072266,0.1399993896484375,-0.5079994201660156
13799,0,26,-0.8999996185302734,0.13199996948242188,-0.3599996566772461
13897.800000000745,0,26,-0.9519996643066406,0.07199954986572266,-0.3559999465942383
13997.599999997765,0,26,-0.8039999008178711,0.1399993896484375,0.35199928283691406
14099,0,26,-0.6359996795654297,0.12399959564208984,0.7639999389648438
14197.599999997765,0,26,-0.603999137878418,-0.011999130249023438,0.7279996871948242
14298.300000000745,0,26,-0.19999980926513672,0.055999755859375,1.2239999771118164
14398.300000000745,0,26,0.5279998779296875,-0.09599971771240234,0.7719993591308594
14498.699999999255,0,26,0.6399993896484375,0.055999755859375,0.4479999542236328
14599.300000000745,0,26,1.0159997940063477,0.06799983978271484,0.21199989318847656
14698.099999997765,0,26,1.5279998779296875,0.07999992370605469,-0.0279998779296875
14798.89999999851,0,26,0.9119997024536133,-0.03199958801269531,-0.4959993362426758
14904.199999999255,0,26,0.7679996490478516,-0.1359996795654297,-0.7159996032714844